Datetime,Mission ID,Mission,Mission Attempt,Type,Doll,Rarity,Core,RESCUE_DOLL_EQUIP_TYPE,RESCUE_DOLL_EQUIP_NAME,RESCUE_DOLL_EQUIP_STAR
2020-11-17 13:08:58,10077,Promotion IV,60,,,,,M993 Armor-Piercing Ammo,M993 Armor-Piercing Ammo,3
2020-11-17 13:10:00,10077,Promotion IV,61,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-17 13:12:08,10077,Promotion IV,62,,,,,PEQ-2,PEQ-2,2
2020-11-17 13:13:58,10077,Promotion IV,63,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-17 13:14:49,10077,Promotion IV,63,,,,,PEQ-2,PEQ-2,2
2020-11-17 13:15:52,10077,Promotion IV,64,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2020-11-17 13:16:44,10077,Promotion IV,64,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-17 13:17:50,10077,Promotion IV,65,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-17 13:18:42,10077,Promotion IV,65,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-17 13:23:56,10077,Promotion IV,66,,,,,M993 Armor-Piercing Ammo,M993 Armor-Piercing Ammo,3
2020-11-17 13:24:48,10077,Promotion IV,66,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-17 16:09:40,10077,Promotion IV,68,,,,,EOT 506,EOT 506,2
2020-11-17 16:10:33,10077,Promotion IV,68,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-17 16:11:41,10077,Promotion IV,69,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-17 16:12:33,10077,Promotion IV,69,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,2
2020-11-17 16:13:39,10077,Promotion IV,70,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-17 16:14:32,10077,Promotion IV,70,,,,,IOP X2 Exoskeleton,IOP X2 Exoskeleton,3
2020-11-17 16:16:49,10077,Promotion IV,71,,,,,AMP COMPM4,AMP COMPM4,3
2020-11-17 16:18:17,10077,Promotion IV,72,,,,,AC1 Suppressor,AC1 Suppressor,2
2020-11-17 16:19:10,10077,Promotion IV,72,,,,,IOP T2 Exoskeleton,IOP T2 Exoskeleton,3
2020-11-17 16:21:41,10077,Promotion IV,73,,,,,PEQ-5,PEQ-5,3
2020-11-17 16:22:51,10077,Promotion IV,74,,,,,AMP COMPM4,AMP COMPM4,3
2020-11-17 16:23:44,10077,Promotion IV,74,,,,,M993 Armor-Piercing Ammo,M993 Armor-Piercing Ammo,3
2020-11-17 16:25:20,10077,Promotion IV,75,,,,,LRA 2-12x50,LRA 2-12x50,3
2020-11-17 16:26:14,10077,Promotion IV,75,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-17 16:30:16,10077,Promotion IV,76,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-17 16:31:09,10077,Promotion IV,76,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,3
2020-11-17 16:32:21,10077,Promotion IV,77,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-17 16:33:15,10077,Promotion IV,77,,,,,LRA 2-12x50,LRA 2-12x50,3
2020-11-17 16:35:53,10077,Promotion IV,78,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-17 16:39:38,10077,Promotion IV,80,,,,,BK Slug,BK Slug,2
2020-11-17 16:41:34,10077,Promotion IV,81,,,,,BM 3-12X40,BM 3-12X40,2
2020-11-17 16:43:29,10077,Promotion IV,82,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-17 16:44:21,10077,Promotion IV,82,,,,,BK Slug,BK Slug,2
2020-11-17 16:45:27,10077,Promotion IV,83,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-17 16:46:21,10077,Promotion IV,83,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-17 16:48:25,10077,Promotion IV,84,,,,,BM 3-12X40,BM 3-12X40,2
2020-11-17 16:49:47,10077,Promotion IV,85,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-17 16:50:40,10077,Promotion IV,85,,,,,EOT 506,EOT 506,2
2020-11-17 16:51:47,10077,Promotion IV,86,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-17 16:52:41,10077,Promotion IV,86,,,,,EOT 506,EOT 506,2
2020-11-17 16:53:47,10077,Promotion IV,87,,,,,FST Slug,FST Slug,3
2020-11-17 16:54:40,10077,Promotion IV,87,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-17 16:55:51,10077,Promotion IV,88,,,,,BK Slug,BK Slug,2
2020-11-17 16:56:44,10077,Promotion IV,88,,,,,PEQ-2,PEQ-2,2
2020-11-17 16:58:01,10077,Promotion IV,89,,,,,FST Slug,FST Slug,3
2020-11-17 17:01:14,10077,Promotion IV,89,,,,,PEQ-2,PEQ-2,2
2020-11-18 03:48:54,10382,Open Bag Surprise,88,HG,FF FNP9,2,0,,,
2020-11-18 03:49:20,10382,Open Bag Surprise,88,HG,Bren Ten,2,0,,,
2020-11-18 03:49:38,10382,Open Bag Surprise,88,HG,M1911,2,0,,,
2020-11-18 03:52:09,10382,Open Bag Surprise,89,MG,AAT-52,2,0,,,
2020-11-18 03:52:35,10382,Open Bag Surprise,89,HG,FF FNP9,2,0,,,
2020-11-18 03:52:53,10382,Open Bag Surprise,89,AR,Galil,2,0,,,
2020-11-18 03:54:25,10382,Open Bag Surprise,90,HG,Bren Ten,2,0,,,
2020-11-18 03:55:04,10382,Open Bag Surprise,90,AR,FF F2000,2,0,,,
2020-11-18 03:56:27,10382,Open Bag Surprise,91,RF,FF FN49,2,0,,,
2020-11-18 03:57:06,10382,Open Bag Surprise,91,AR,FF F2000,2,0,,,
2020-11-18 04:04:48,10382,Open Bag Surprise,92,AR,FF F2000,2,0,,,
2020-11-18 04:05:28,10382,Open Bag Surprise,92,AR,Galil,2,0,,,
2020-11-18 04:06:42,10382,Open Bag Surprise,93,HG,P38,2,0,,,
2020-11-18 04:07:20,10382,Open Bag Surprise,93,HG,Bren Ten,2,0,,,
2020-11-18 04:11:49,20,Termination,113,AR,Galil,2,0,,,
2020-11-18 04:12:27,20,Termination,113,HG,PPK,2,0,,,
2020-11-18 04:13:06,20,Termination,113,AR,Gr G3,2,0,,,
2020-11-18 04:13:23,20,Termination,113,AR,Gr G3,2,0,,,
2020-11-18 04:16:48,90001,Petite Courrier I,70,,,,,PEQ-2,PEQ-2,2
2020-11-18 04:21:22,10077,Promotion IV,90,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 04:22:18,10077,Promotion IV,90,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 04:23:38,10077,Promotion IV,91,,,,,PEQ-2,PEQ-2,2
2020-11-18 04:24:36,10077,Promotion IV,91,,,,,Camouflage Cape,Camouflage Cape,3
2020-11-18 04:27:03,10077,Promotion IV,92,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 14:07:07,10077,Promotion IV,93,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 14:09:06,10077,Promotion IV,94,,,,,AMP COMPM4,AMP COMPM4,3
2020-11-18 14:09:59,10077,Promotion IV,94,,,,,BK Slug,BK Slug,2
2020-11-18 14:14:28,10077,Promotion IV,96,,,,,PEQ-2,PEQ-2,2
2020-11-18 14:15:40,10077,Promotion IV,97,,,,,Ragged Cape,Ragged Cape,2
2020-11-18 14:16:33,10077,Promotion IV,97,,,,,BK Slug,BK Slug,2
2020-11-18 14:17:47,10077,Promotion IV,98,,,,,LRA 2-12x50,LRA 2-12x50,3
2020-11-18 14:18:40,10077,Promotion IV,98,,,,,FST Slug,FST Slug,3
2020-11-18 14:19:46,10077,Promotion IV,99,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-18 14:20:41,10077,Promotion IV,99,,,,,M993 Armor-Piercing Ammo,M993 Armor-Piercing Ammo,3
2020-11-18 14:35:10,10077,Promotion IV,100,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,3
2020-11-18 14:36:03,10077,Promotion IV,100,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-18 14:42:50,10077,Promotion IV,103,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-18 14:43:52,10077,Promotion IV,104,,,,,FST Slug,FST Slug,3
2020-11-18 14:45:28,10077,Promotion IV,105,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 14:46:21,10077,Promotion IV,105,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2020-11-18 14:50:38,10077,Promotion IV,107,,,,,EOT 512,EOT 512,3
2020-11-18 14:53:46,10077,Promotion IV,108,,,,,AC1 Suppressor,AC1 Suppressor,2
2020-11-18 14:54:40,10077,Promotion IV,108,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 14:56:36,10077,Promotion IV,109,,,,,Ragged Cape,Ragged Cape,2
2020-11-18 14:57:41,10077,Promotion IV,110,,,,,BK Slug,BK Slug,2
2020-11-18 15:02:55,10077,Promotion IV,111,,,,,PEQ-2,PEQ-2,2
2020-11-18 15:05:55,10077,Promotion IV,113,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2020-11-18 15:06:48,10077,Promotion IV,113,,,,,PEQ-5,PEQ-5,3
2020-11-18 15:08:02,10077,Promotion IV,114,,,,,EOT 506,EOT 506,2
2020-11-18 15:09:55,10077,Promotion IV,115,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-18 15:10:48,10077,Promotion IV,115,,,,,BM 3-12X40,BM 3-12X40,2
2020-11-18 15:12:04,10077,Promotion IV,116,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-18 15:13:54,10077,Promotion IV,117,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 15:14:46,10077,Promotion IV,117,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2020-11-18 15:15:57,10077,Promotion IV,118,,,,,EOT 506,EOT 506,2
2020-11-18 15:16:50,10077,Promotion IV,118,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,3
2020-11-18 15:18:05,10077,Promotion IV,119,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-18 15:18:58,10077,Promotion IV,119,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 15:20:58,10077,Promotion IV,120,,,,,Type 1 Armor Plate,Type 1 Armor Plate,3
2020-11-18 15:23:03,10077,Promotion IV,121,,,,,AC1 Suppressor,AC1 Suppressor,2
2020-11-18 15:24:07,10077,Promotion IV,122,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 15:26:35,10077,Promotion IV,123,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-18 15:29:19,10077,Promotion IV,124,,,,,EOT 506,EOT 506,2
2020-11-18 15:33:39,10077,Promotion IV,125,,,,,AC1 Suppressor,AC1 Suppressor,2
2020-11-18 15:36:04,10077,Promotion IV,126,,,,,LRA 2-12x50,LRA 2-12x50,3
2020-11-18 15:36:58,10077,Promotion IV,126,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-18 15:38:00,10077,Promotion IV,127,,,,,BK Slug,BK Slug,2
2020-11-18 15:38:53,10077,Promotion IV,127,,,,,BM 3-12X40,BM 3-12X40,2
2020-11-18 15:42:00,10077,Promotion IV,129,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-18 15:42:54,10077,Promotion IV,129,,,,,BM 3-12X40,BM 3-12X40,2
2020-11-18 15:44:45,10077,Promotion IV,130,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 15:45:47,10077,Promotion IV,131,,,,,Type 1 Armor Plate,Type 1 Armor Plate,3
2020-11-18 15:46:40,10077,Promotion IV,131,,,,,Ragged Cape,Ragged Cape,2
2020-11-18 15:53:44,10077,Promotion IV,132,,,,,BK Slug,BK Slug,2
2020-11-18 15:54:37,10077,Promotion IV,132,,,,,AC2 Suppressor,AC2 Suppressor,3
2020-11-18 15:55:44,10077,Promotion IV,133,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-18 15:56:37,10077,Promotion IV,133,,,,,PEQ-5,PEQ-5,3
2020-11-18 15:57:44,10077,Promotion IV,134,,,,,IOP T2 Exoskeleton,IOP T2 Exoskeleton,3
2020-11-18 15:58:38,10077,Promotion IV,134,,,,,BK Slug,BK Slug,2
2020-11-18 16:00:30,10077,Promotion IV,135,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-18 16:03:26,10077,Promotion IV,136,,,,,Ragged Cape,Ragged Cape,2
2020-11-18 16:04:20,10077,Promotion IV,136,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 16:05:24,10077,Promotion IV,137,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-18 16:06:18,10077,Promotion IV,137,,,,,PEQ-2,PEQ-2,2
2020-11-18 16:08:12,10077,Promotion IV,138,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 16:11:40,10077,Promotion IV,139,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-18 16:13:34,10077,Promotion IV,140,,,,,BK Slug,BK Slug,2
2020-11-18 16:14:27,10077,Promotion IV,140,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-18 16:15:36,10077,Promotion IV,141,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 16:17:32,10077,Promotion IV,142,,,,,EOT 506,EOT 506,2
2020-11-18 16:18:25,10077,Promotion IV,142,,,,,EOT 512,EOT 512,3
2020-11-18 16:20:58,10077,Promotion IV,143,,,,,EOT 512,EOT 512,3
2020-11-18 16:21:51,10077,Promotion IV,143,,,,,AC2 Suppressor,AC2 Suppressor,3
2020-11-18 16:23:01,10077,Promotion IV,144,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-18 16:24:56,10077,Promotion IV,145,,,,,Ragged Cape,Ragged Cape,2
2020-11-18 16:25:50,10077,Promotion IV,145,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2020-11-18 16:27:04,10077,Promotion IV,146,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2020-11-18 16:27:58,10077,Promotion IV,146,,,,,IOP T2 Exoskeleton,IOP T2 Exoskeleton,3
2020-11-18 16:29:53,10077,Promotion IV,147,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 16:33:05,10077,Promotion IV,148,,,,,EOT XPS3,EOT XPS3,5
2020-11-18 16:42:21,90029,Eagle and Jackdaw I,1311,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 16:43:05,90029,Eagle and Jackdaw I,1311,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 16:43:29,90029,Eagle and Jackdaw I,1311,,,,,Type 1 Armor Plate,Type 1 Armor Plate,3
2020-11-18 16:44:15,90029,Eagle and Jackdaw I,1312,,,,,EOT 512,EOT 512,3
2020-11-18 16:44:39,90029,Eagle and Jackdaw I,1312,,,,,LRA 2-12x50,LRA 2-12x50,3
2020-11-18 16:45:04,90029,Eagle and Jackdaw I,1312,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 16:45:28,90029,Eagle and Jackdaw I,1312,,,,,IOP X2 Exoskeleton,IOP X2 Exoskeleton,3
2020-11-18 16:45:52,90029,Eagle and Jackdaw I,1312,,,,,Type 1 Armor Plate,Type 1 Armor Plate,3
2020-11-18 16:46:42,90029,Eagle and Jackdaw I,1313,,,,,JSP High-Velocity Ammo,JSP High-Velocity Ammo,3
2020-11-18 16:47:07,90029,Eagle and Jackdaw I,1313,,,,,PEQ-5,PEQ-5,3
2020-11-18 16:47:50,90029,Eagle and Jackdaw I,1313,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 16:49:13,90029,Eagle and Jackdaw I,1314,,,,,LRA 2-12x50,LRA 2-12x50,3
2020-11-18 16:49:37,90029,Eagle and Jackdaw I,1314,,,,,IOP T3 Exoskeleton,IOP T3 Exoskeleton,4
2020-11-18 16:50:21,90029,Eagle and Jackdaw I,1314,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-18 16:50:46,90029,Eagle and Jackdaw I,1314,,,,,PEQ-2,PEQ-2,2
2020-11-18 16:51:38,90029,Eagle and Jackdaw I,1315,,,,,IOP X3 Exoskeleton,IOP X3 Exoskeleton,4
2020-11-18 16:52:02,90029,Eagle and Jackdaw I,1315,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2020-11-18 16:52:47,90029,Eagle and Jackdaw I,1315,,,,,#00 Buckshot,#00 Buckshot,4
2020-11-18 16:53:12,90029,Eagle and Jackdaw I,1315,,,,,BM 3-12X40,BM 3-12X40,2
2020-11-18 16:54:51,90029,Eagle and Jackdaw I,1316,,,,,IOP T1 Exoskeleton,IOP T1 Exoskeleton,2
2020-11-18 16:55:15,90029,Eagle and Jackdaw I,1316,,,,,EOT 512,EOT 512,3
2020-11-18 16:55:59,90029,Eagle and Jackdaw I,1316,,,,,Type 1 Armor Plate,Type 1 Armor Plate,3
2020-11-18 16:56:23,90029,Eagle and Jackdaw I,1316,,,,,Ragged Cape,Ragged Cape,2
2020-11-18 17:04:00,90029,Eagle and Jackdaw I,1317,,,,,PEQ-2,PEQ-2,2
2020-11-18 17:04:24,90029,Eagle and Jackdaw I,1317,,,,,#1 Buckshot,#1 Buckshot,2
2020-11-18 17:04:49,90029,Eagle and Jackdaw I,1317,,,,,PEQ-2,PEQ-2,2
2020-11-18 17:05:13,90029,Eagle and Jackdaw I,1317,,,,,BK Slug,BK Slug,2
2020-11-18 17:05:37,90029,Eagle and Jackdaw I,1317,,,,,PEQ-5,PEQ-5,3
2020-11-18 17:08:42,90029,Eagle and Jackdaw I,1318,,,,,Ragged Cape,Ragged Cape,2
2020-11-18 17:09:07,90029,Eagle and Jackdaw I,1318,,,,,IOP T3 Exoskeleton,IOP T3 Exoskeleton,4
2020-11-18 17:09:31,90029,Eagle and Jackdaw I,1318,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2020-11-18 17:09:56,90029,Eagle and Jackdaw I,1318,,,,,PEQ-2,PEQ-2,2
2020-11-18 17:10:21,90029,Eagle and Jackdaw I,1318,,,,,AMP COMPM2,AMP COMPM2,2
2020-11-18 17:14:15,104,Betrayal IV,6214,HG,P38,2,0,,,
2020-11-18 17:14:51,104,Betrayal IV,6214,HG,FF FNP9,2,0,,,
2020-11-18 17:15:59,104,Betrayal IV,6214,MG,MG34,2,0,,,
2020-11-18 17:16:45,104,Betrayal IV,6214,MG,MG42,3,1,,,
2020-11-18 17:19:14,104,Betrayal IV,6215,SMG,Spectre M4,2,0,,,
2020-11-18 17:20:20,104,Betrayal IV,6215,RF,SKS,2,0,,,
2020-11-18 17:22:51,104,Betrayal IV,6216,HG,P38,2,0,,,
2020-11-18 17:23:27,104,Betrayal IV,6216,AR,FF F2000,2,0,,,
2020-11-18 17:24:05,104,Betrayal IV,6216,SMG,Type64,2,0,,,
2020-11-18 17:24:41,104,Betrayal IV,6216,RF,XM3,4,3,,,
2020-11-18 17:27:46,104,Betrayal IV,6217,MG,AAT-52,2,0,,,
2020-11-18 17:28:22,104,Betrayal IV,6217,MG,AAT-52,2,0,,,
2020-11-18 17:28:58,104,Betrayal IV,6217,MG,LWMMG,2,0,,,
2020-11-18 17:29:43,104,Betrayal IV,6217,MG,MG34,2,0,,,
2020-11-18 22:33:55,10382,Open Bag Surprise,94,AR,FF F2000,2,0,,,
2020-11-18 22:34:32,10382,Open Bag Surprise,94,MG,MG34,2,0,,,
2020-11-18 22:35:23,10382,Open Bag Surprise,95,SMG,Spectre M4,2,0,,,
2020-11-18 22:36:01,10382,Open Bag Surprise,95,SMG,PP-2000,2,0,,,
2020-11-18 22:36:47,10382,Open Bag Surprise,96,SMG,PP-2000,2,0,,,
2020-11-18 22:37:11,10382,Open Bag Surprise,96,AR,Gr G3,2,0,,,
2020-11-18 22:37:28,10382,Open Bag Surprise,96,MG,AAT-52,2,0,,,
2020-11-18 22:39:00,10382,Open Bag Surprise,97,HG,FF FNP9,2,0,,,
2020-11-18 22:39:30,10382,Open Bag Surprise,97,SMG,M3,2,0,,,
2020-11-18 22:39:48,10382,Open Bag Surprise,97,AR,FF F2000,2,0,,,
2020-11-18 22:40:41,10382,Open Bag Surprise,98,RF,FF FN49,2,0,,,
2020-11-18 22:41:09,10382,Open Bag Surprise,98,SMG,M38,2,0,,,
2020-11-18 22:41:27,10382,Open Bag Surprise,98,AR,Galil,2,0,,,
2020-11-18 22:42:36,10382,Open Bag Surprise,99,SMG,Spectre M4,2,0,,,
2020-11-18 22:43:04,10382,Open Bag Surprise,99,RF,SKS,2,0,,,
2020-11-18 22:43:22,10382,Open Bag Surprise,99,RF,SKS,2,0,,,
2020-11-18 22:44:56,60,Late Farewell,157,SMG,PP-2000,2,0,,,
2020-11-18 22:45:29,60,Late Farewell,157,RF,G43,2,0,,,
2020-11-18 22:46:19,60,Late Farewell,157,HG,PPK,2,0,,,
2020-11-18 22:46:57,60,Late Farewell,157,AR,Galil,2,0,,,
2020-11-18 22:47:30,60,Late Farewell,157,RF,G43,2,0,,,
2020-11-18 22:48:32,60,Late Farewell,157,MG,MG34,2,0,,,
2020-11-18 22:49:31,50,Order to Pursue,140,AR,SIG-510,2,0,,,
2020-11-18 22:50:13,50,Order to Pursue,140,HG,M1911,2,0,,,
2020-11-18 22:50:29,50,Order to Pursue,140,HG,FF FNP9,2,0,,,
2020-11-18 22:51:27,50,Order to Pursue,141,HG,P38,2,0,,,
2020-11-18 22:52:02,50,Order to Pursue,141,SMG,MP40,2,0,,,
2020-11-18 22:52:18,50,Order to Pursue,141,AR,Galil,2,0,,,
2020-11-19 23:12:39,10382,Open Bag Surprise,100,SMG,Type64,2,0,,,
2020-11-19 23:13:21,10382,Open Bag Surprise,100,RF,FF FN49,2,0,,,
2020-11-19 23:14:11,10382,Open Bag Surprise,101,MG,AAT-52,2,0,,,
2020-11-19 23:14:51,10382,Open Bag Surprise,101,MG,AAT-52,2,0,,,
2020-11-19 23:15:48,10382,Open Bag Surprise,102,MG,MG34,2,0,,,
2020-11-19 23:16:26,10382,Open Bag Surprise,102,RF,FF FN49,2,0,,,
2020-11-19 23:17:33,10382,Open Bag Surprise,103,SMG,M38,2,0,,,
2020-11-19 23:18:15,10382,Open Bag Surprise,103,AR,Galil,2,0,,,
2020-11-19 23:19:12,10382,Open Bag Surprise,104,SMG,M38,2,0,,,
2020-11-19 23:19:52,10382,Open Bag Surprise,104,HG,P38,2,0,,,
2020-11-19 23:20:51,10382,Open Bag Surprise,105,MG,AAT-52,2,0,,,
2020-11-19 23:21:17,10382,Open Bag Surprise,105,MG,MG34,2,0,,,
2020-11-19 23:21:35,10382,Open Bag Surprise,105,MG,MG34,2,0,,,
2020-11-19 23:25:45,50,Order to Pursue,142,HG,MP-446,2,0,,,
2020-11-19 23:26:19,50,Order to Pursue,142,HG,PPK,2,0,,,
2020-11-19 23:26:35,50,Order to Pursue,142,RF,FF FN49,2,0,,,
2020-11-19 23:27:30,50,Order to Pursue,143,AR,Gr G3,2,0,,,
2020-11-19 23:28:03,50,Order to Pursue,143,HG,FF FNP9,2,0,,,
2020-11-19 23:28:19,50,Order to Pursue,143,AR,L85A1,2,0,,,
2020-11-19 23:29:18,60,Late Farewell,158,AR,Galil,2,0,,,
2020-11-19 23:30:32,60,Late Farewell,158,MG,AAT-52,2,0,,,
2020-11-19 23:31:10,60,Late Farewell,158,SMG,IDW,2,0,,,
2020-11-19 23:31:41,60,Late Farewell,158,SMG,PP-2000,2,0,,,
2020-11-19 23:32:17,60,Late Farewell,158,HG,PPK,2,0,,,
2020-11-19 23:45:33,104,Betrayal IV,6218,HG,P38,2,0,,,
2020-11-19 23:46:10,104,Betrayal IV,6218,HG,Bren Ten,2,0,,,
2020-11-19 23:46:47,104,Betrayal IV,6218,MG,AAT-52,2,0,,,
2020-11-19 23:47:34,104,Betrayal IV,6218,HG,P38,2,0,,,
2020-11-19 23:53:37,104,Betrayal IV,6219,HG,P38,2,0,,,
2020-11-19 23:54:15,104,Betrayal IV,6219,AR,FF F2000,2,0,,,
2020-11-19 23:54:52,104,Betrayal IV,6219,MG,LWMMG,2,0,,,
2020-11-19 23:55:29,104,Betrayal IV,6219,RF,SKS,2,0,,,
2020-11-19 23:56:16,104,Betrayal IV,6219,AR,Gr G3,2,0,,,
2020-11-20 11:15:29,104,Betrayal IV,6220,MG,MG34,2,0,,,
2020-11-20 11:16:08,104,Betrayal IV,6220,HG,Bren Ten,2,0,,,
2020-11-20 11:17:19,104,Betrayal IV,6220,SMG,M3,2,0,,,
2020-11-20 11:18:06,104,Betrayal IV,6220,SMG,PP-2000,2,0,,,
2020-11-20 11:20:06,104,Betrayal IV,6221,SMG,M38,2,0,,,
2020-11-20 11:20:44,104,Betrayal IV,6221,RF,SKS,2,0,,,
2020-11-20 11:21:22,104,Betrayal IV,6221,SMG,PP-2000,2,0,,,
2020-11-20 11:22:00,104,Betrayal IV,6221,AR,Galil,2,0,,,
2020-11-20 11:22:47,104,Betrayal IV,6221,SMG,Spectre M4,2,0,,,
2020-11-20 11:26:00,104,Betrayal IV,6222,AR,Galil,2,0,,,
2020-11-20 11:26:36,104,Betrayal IV,6222,HG,P38,2,0,,,
2020-11-20 11:27:12,104,Betrayal IV,6222,MG,AAT-52,2,0,,,
2020-11-20 11:27:48,104,Betrayal IV,6222,SMG,M3,2,0,,,
2020-11-20 11:28:35,104,Betrayal IV,6222,HG,Bren Ten,2,0,,,
2020-11-20 11:30:16,104,Betrayal IV,6223,SMG,Spectre M4,2,0,,,
2020-11-20 11:30:52,104,Betrayal IV,6223,HG,Bren Ten,2,0,,,
2020-11-20 11:31:28,104,Betrayal IV,6223,SMG,PP-2000,2,0,,,
2020-11-20 11:32:04,104,Betrayal IV,6223,HG,M1911,2,0,,,
2020-11-20 11:32:50,104,Betrayal IV,6223,HG,M1911,2,0,,,
2020-11-20 11:34:47,104,Betrayal IV,6224,AR,Galil,2,0,,,
2020-11-20 11:35:24,104,Betrayal IV,6224,SMG,PP-2000,2,0,,,
2020-11-20 11:51:34,104,Betrayal IV,6225,HG,Bren Ten,2,0,,,
2020-11-20 11:52:10,104,Betrayal IV,6225,AR,Galil,2,0,,,
2020-11-20 11:52:46,104,Betrayal IV,6225,HG,M9,3,1,,,
2020-11-20 11:55:58,104,Betrayal IV,6226,HG,FF FNP9,2,0,,,
2020-11-20 11:56:34,104,Betrayal IV,6226,RF,FF FN49,2,0,,,
2020-11-20 11:57:11,104,Betrayal IV,6226,MG,LWMMG,2,0,,,
2020-11-20 11:57:57,104,Betrayal IV,6226,SMG,M3,2,0,,,
2020-11-20 12:00:22,104,Betrayal IV,6227,SMG,M38,2,0,,,
2020-11-20 12:01:31,104,Betrayal IV,6227,SMG,Spectre M4,2,0,,,
2020-11-20 12:02:16,104,Betrayal IV,6227,HG,M9,3,1,,,
2020-11-20 12:04:13,104,Betrayal IV,6228,AR,FF F2000,2,0,,,
2020-11-20 12:04:49,104,Betrayal IV,6228,AR,Gr G3,2,0,,,
